Best,Epoch,Trades,Avg profit,Median profit,Total profit,Stake currency,Profit,Avg duration,Trade count long,Trade count short,Max drawdown,Max drawdown percent,Objective,buy_rsi,sell_rsi,roi_t1,roi_t2,roi_t3,roi_p1,roi_p2,roi_p3,stoploss,trailing_stop,trailing_stop_positive,trailing_stop_positive_offset_p1,trailing_only_offset_is_reached
,117,4,-0.78%,-2.4799518612023683,-0.00753456,EUR,-7.53,19:00:00,4,0,17.83086946,1.76%,116.00000,25,67,1411,349,282,0.057,0.1,0.29200000000000004,-0.023000000000000007,True,0.025,0.028999999999999998,True
,118,12,-2.39%,-2.269092085361133,-0.06707122,EUR,-67.07,"1 day, 4:10:00",12,0,79.53843207,7.89%,108.00000,28,67,937,508,282,0.057,0.136,0.451,-0.060000000000000005,True,0.015,0.048,True
,119,12,-2.25%,-1.636886759140168e-05,-0.06313059,EUR,-63.13,21:30:00,12,0,74.43920948,7.41%,108.00000,28,67,267,508,201,0.057,0.121,0.147,-0.07600000000000001,True,0.006,0.028000000000000004,True
,120,12,-2.35%,-1.6369726655669215e-05,-0.06587481,EUR,-65.87,"1 day, 1:25:00",12,0,71.09390117000001,7.08%,108.00000,28,67,425,508,282,0.057,0.136,0.394,-0.065,True,0.015,0.048,True
,121,12,-1.37%,-2.790865545178616,-0.03866328,EUR,-38.66,17:30:00,12,0,48.36513497999999,4.79%,108.00000,28,67,1226,349,287,0.062,0.1,0.095,-0.02600000000000001,True,0.015,0.048,True
,122,4,-1.31%,0.007565453896982357,-0.01254555,EUR,-12.55,"1 day, 1:15:00",4,0,17.52005584,1.74%,116.00000,25,73,533,349,150,0.062,0.1,0.28700000000000003,-0.08600000000000001,True,0.025,0.028999999999999998,True
,123,4,-1.09%,0.007565452852182828,-0.01047824,EUR,-10.48,"1 day, 1:30:00",4,0,17.55686268,1.74%,116.00000,25,62,244,691,154,0.057,0.136,0.147,-0.093,True,0.006,0.042,True
,124,11,-2.07%,-1.2025218766975473e-05,-0.05334191,EUR,-53.34,"1 day, 0:22:00",11,0,62.33782902000001,6.19%,109.00000,27,77,425,343,439,0.087,0.1,0.143,-0.053000000000000005,True,0.008,0.048,True
,125,12,-2.56%,-2.2690920857193344,-0.07197831,EUR,-71.98,"1 day, 4:15:00",12,0,88.41031054000001,8.78%,108.00000,28,61,1155,415,282,0.09,0.1,0.451,-0.091,True,0.012,0.025,True
,126,12,-1.50%,-2.5646807273853245,-0.04191539,EUR,-41.92,12:05:00,12,0,42.26590262,4.23%,108.00000,28,71,228,405,201,0.057,0.121,0.143,-0.024000000000000007,True,0.022000000000000002,0.043000000000000003,True
,127,12,-2.83%,-3.870346553740696,-0.07934384,EUR,-79.34,"1 day, 9:35:00",12,0,98.06954197,9.64%,108.00000,28,72,1138,415,444,0.057,0.086,0.29200000000000004,-0.099,True,0.012,0.043000000000000003,True
,128,4,-2.26%,-2.687328304826764,-0.02165319,EUR,-21.65,"1 day, 8:15:00",4,0,27.62309785,2.75%,116.00000,25,85,1226,155,444,0.057,0.055,0.394,-0.060000000000000005,True,0.025,0.042,True
,129,4,-2.25%,-2.687328305661607,-0.02168127,EUR,-21.68,"1 day, 5:30:00",4,0,30.50903706,3.02%,116.00000,25,72,1155,415,150,0.037,0.086,0.29200000000000004,-0.091,True,0.012,0.048,True
,130,11,-2.48%,-1.2023507878951915e-05,-0.06380366,EUR,-63.80,"1 day, 3:16:00",11,0,75.80185088,7.52%,109.00000,27,61,228,679,439,0.041999999999999996,0.121,0.143,-0.082,True,0.018000000000000002,0.028999999999999998,True
,131,12,-2.44%,-2.269092085993543,-0.06879841,EUR,-68.80,"1 day, 7:55:00",12,0,89.60201625,8.82%,108.00000,28,67,1226,691,201,0.082,0.136,0.147,-0.093,True,0.015,0.042,True
,132,12,-3.24%,-3.870346553121326,-0.08969747,EUR,-89.70,"1 day, 8:50:00",12,0,95.47483826000001,9.50%,108.00000,28,72,1155,508,201,0.037,0.086,0.451,-0.092,True,0.015,0.048,True
,133,4,-0.85%,-2.5646807273853245,-0.00817739,EUR,-8.18,19:00:00,4,0,18.47370325,1.83%,116.00000,25,64,1119,405,154,0.057,0.055,0.143,-0.024000000000000007,True,0.006,0.042,True
,134,4,-0.19%,-1.194980570409534,-0.00188930,EUR,-1.89,18:00:00,4,0,11.87074496,1.18%,116.00000,25,71,716,405,439,0.041999999999999996,0.069,0.143,-0.024000000000000007,True,0.018000000000000002,0.043000000000000003,True
,135,4,-2.03%,-2.343929768505923,-0.01962230,EUR,-19.62,"1 day, 6:15:00",4,0,30.523085719999997,3.02%,116.00000,25,67,1115,691,154,0.039,0.055,0.147,-0.093,True,0.012,0.041,True
,136,4,-1.16%,0.007565453269503327,-0.01114008,EUR,-11.14,"1 day, 1:00:00",4,0,17.54634644,1.74%,116.00000,25,81,267,415,282,0.057,0.136,0.147,-0.093,True,0.006,0.042,True
,137,11,-2.77%,-1.2024464485064301e-05,-0.07107900,EUR,-71.08,"1 day, 2:16:00",11,0,77.71251081,7.73%,109.00000,27,67,228,528,439,0.041999999999999996,0.136,0.451,-0.091,True,0.012,0.048,True
,138,2,-0.24%,-0.24124211061210699,-0.00117845,EUR,-1.18,16:00:00,2,0,6.11742675,0.61%,118.00000,24,85,228,498,350,0.041999999999999996,0.068,0.239,-0.024000000000000007,True,0.025,0.034,True
,139,4,-0.75%,-1.3874911030773756,-0.00714088,EUR,-7.14,18:15:00,4,0,13.269862490000001,1.32%,116.00000,25,71,675,349,282,0.057,0.136,0.147,-0.02600000000000001,True,0.025,0.034,True
,140,12,-1.32%,-2.588304629586184,-0.03729049,EUR,-37.29,16:15:00,12,0,50.6930026,5.00%,108.00000,28,67,1226,539,201,0.057,0.121,0.451,-0.024000000000000007,True,0.03,0.043000000000000003,True
,141,11,-2.41%,-1.2024464485064301e-05,-0.06200221,EUR,-62.00,"1 day, 0:16:00",11,0,68.64773066000001,6.83%,109.00000,27,71,228,508,439,0.057,0.121,0.394,-0.060000000000000005,True,0.015,0.048,True
,142,4,-2.18%,-1.7644447369910652,-0.02101577,EUR,-21.02,22:30:00,4,0,30.40018019,3.02%,116.00000,25,72,1138,400,121,0.037,0.086,0.451,-0.091,True,0.012,0.017,True
,143,11,-2.70%,-4.538163456642726,-0.06982635,EUR,-69.83,"1 day, 3:38:00",11,0,88.86748370000001,8.80%,109.00000,27,61,1115,498,350,0.041999999999999996,0.055,0.445,-0.093,True,0.012,0.019000000000000003,True
,144,4,-2.25%,-2.687328305661607,-0.02168127,EUR,-21.68,"1 day, 5:45:00",4,0,30.50903706,3.02%,116.00000,25,85,1155,415,282,0.037,0.086,0.451,-0.091,True,0.025,0.048,True
,145,12,-2.89%,-3.870346551709615,-0.08066801,EUR,-80.67,"1 day, 12:20:00",12,0,100.99507206000001,9.91%,108.00000,28,84,1439,691,282,0.09,0.1,0.147,-0.082,True,0.012,0.028999999999999998,True
,146,11,-1.58%,-2.790079848552402,-0.04062266,EUR,-40.62,13:05:00,11,0,45.56162849,4.53%,109.00000,27,71,228,508,287,0.057,0.121,0.394,-0.02600000000000001,True,0.015,0.048,True
,147,12,-2.68%,-1.636886759140168e-05,-0.07471885,EUR,-74.72,"1 day, 0:50:00",12,0,79.66458887,7.93%,108.00000,28,67,267,508,201,0.057,0.121,0.43200000000000005,-0.099,True,0.012,0.043000000000000003,True
,148,12,-3.05%,-3.870346553954119,-0.08476792,EUR,-84.77,"1 day, 9:10:00",12,0,95.86552889,9.50%,108.00000,28,72,1226,508,201,0.082,0.136,0.147,-0.092,True,0.015,0.048,True
,149,12,-3.23%,-3.870346553121326,-0.08949593,EUR,-89.50,"1 day, 8:50:00",12,0,95.27337992000001,9.48%,108.00000,28,72,1226,415,222,0.057,0.121,0.451,-0.091,True,0.012,0.028999999999999998,True
,150,48,-0.10%,0.00017009954134195526,-0.01524411,EUR,-15.24,"1 day, 8:31:00",48,0,90.84946712000001,9.03%,"1,450.29972",31,72,1155,508,305,0.057,0.136,0.394,-0.092,True,0.015,0.048,True
,151,12,-2.14%,-1.6368966483201833e-05,-0.06036978,EUR,-60.37,"1 day, 2:05:00",12,0,78.55893969,7.80%,108.00000,28,67,937,415,201,0.057,0.121,0.147,-0.093,True,0.006,0.028000000000000004,True
,152,12,-2.90%,-3.870346552662343,-0.08054544,EUR,-80.55,"1 day, 7:00:00",12,0,86.32688561,8.59%,108.00000,28,71,1155,508,201,0.037,0.086,0.394,-0.060000000000000005,True,0.015,0.048,True
,153,12,-2.92%,-3.870346553204935,-0.08168973,EUR,-81.69,"1 day, 11:10:00",12,0,103.35206029,10.12%,108.00000,28,85,1119,640,444,0.07300000000000001,0.136,0.29200000000000004,-0.091,True,0.015,0.042,True
,154,12,-2.97%,-3.8703465538738944,-0.08281557,EUR,-82.82,"1 day, 7:30:00",12,0,104.34513569999999,10.29%,108.00000,28,72,1439,415,350,0.07200000000000001,0.136,0.147,-0.099,True,0.006,0.028999999999999998,True
,155,12,-1.74%,-2.5880816650829597,-0.04876033,EUR,-48.76,16:50:00,12,0,54.32849359000001,5.40%,108.00000,28,71,1226,139,201,0.043,0.136,0.394,-0.024000000000000007,True,0.015,0.048,True
,156,12,-2.37%,-2.269092085361133,-0.06662338,EUR,-66.62,"1 day, 4:00:00",12,0,79.55841669,7.89%,108.00000,28,67,937,415,282,0.052000000000000005,0.136,0.451,-0.060000000000000005,True,0.012,0.048,True
,157,12,-3.15%,-3.870346552662343,-0.08743020,EUR,-87.43,"1 day, 8:50:00",12,0,93.20856558,9.27%,108.00000,28,72,1155,508,201,0.07200000000000001,0.04,0.451,-0.082,True,0.015,0.048,True
,158,12,-1.37%,-2.790865545178616,-0.03866328,EUR,-38.66,17:30:00,12,0,48.36513497999999,4.79%,108.00000,28,67,1226,349,287,0.062,0.086,0.451,-0.02600000000000001,True,0.015,0.048,True
,159,12,-2.65%,-1.6370635958173676e-05,-0.07404265,EUR,-74.04,"1 day, 2:40:00",12,0,78.20523192,7.80%,108.00000,28,72,267,691,154,0.057,0.086,0.147,-0.093,True,0.012,0.042,True
,160,12,-2.90%,-1.601275181810969,-0.08059719,EUR,-80.60,"1 day, 5:55:00",12,0,85.35811497000002,8.50%,108.00000,28,85,937,155,444,0.057,0.136,0.37200000000000005,-0.093,True,0.015,0.048,True
,161,12,-2.71%,-3.870346553496983,-0.07559030,EUR,-75.59,"1 day, 7:20:00",12,0,86.70325441,8.59%,108.00000,28,80,1226,508,201,0.057,0.136,0.394,-0.060000000000000005,True,0.015,0.048,True
,162,12,-1.24%,-2.790865545178616,-0.03514361,EUR,-35.14,17:35:00,12,0,48.54611568999999,4.79%,108.00000,28,67,1226,415,287,0.062,0.1,0.095,-0.02600000000000001,True,0.015,0.048,True
,163,12,-2.40%,-2.2690920857193344,-0.06769233,EUR,-67.69,"1 day, 2:45:00",12,0,84.99885807,8.44%,108.00000,28,67,1155,415,282,0.09,0.1,0.147,-0.07600000000000001,True,0.006,0.025,True
,164,12,-1.45%,-2.5883046308432696,-0.04080403,EUR,-40.80,16:10:00,12,0,50.505893400000005,5.00%,108.00000,28,67,1264,405,201,0.057,0.121,0.143,-0.024000000000000007,True,0.022000000000000002,0.043000000000000003,True
,165,12,-2.76%,-2.2690920834681454,-0.07735415,EUR,-77.35,"1 day, 6:25:00",12,0,90.37282252000001,8.96%,108.00000,28,67,1138,269,444,0.057,0.136,0.451,-0.099,True,0.012,0.038,True
,166,12,-2.01%,-2.269087740700155,-0.05722622,EUR,-57.23,"1 day, 3:05:00",12,0,82.75497883000001,8.15%,108.00000,28,67,1226,508,282,0.09,0.1,0.451,-0.063,True,0.012,0.025,True
,167,406,-0.15%,-8.47417528864439e-06,-0.14248116,EUR,-142.48,15:17:00,406,0,142.48148858000002,14.25%,inf,42,67,228,539,439,0.041999999999999996,0.121,0.143,-0.024000000000000007,True,0.03,0.034,True
,168,12,-2.72%,-2.26909208501622,-0.07613230,EUR,-76.13,"1 day, 6:00:00",12,0,88.56090406999999,8.78%,108.00000,28,67,1119,155,432,0.057,0.136,0.29200000000000004,-0.091,True,0.015,0.048,True
,169,12,-1.43%,-2.5646807273853245,-0.04024228,EUR,-40.24,12:20:00,12,0,42.21405437,4.21%,108.00000,28,71,228,415,201,0.057,0.086,0.29200000000000004,-0.024000000000000007,True,0.022000000000000002,0.043000000000000003,True
,170,12,-2.70%,-1.6368768551762233e-05,-0.07523273,EUR,-75.23,"1 day, 0:30:00",12,0,77.69922643000001,7.75%,108.00000,28,71,228,404,282,0.065,0.121,0.451,-0.091,True,0.022000000000000002,0.048,True
,171,12,-2.25%,-4.456585149453423,-0.06302806,EUR,-63.03,"1 day, 2:25:00",12,0,74.10346261,7.33%,108.00000,28,61,1226,691,350,0.07200000000000001,0.121,0.147,-0.043000000000000003,True,0.03,0.043000000000000003,True
,172,12,-1.45%,-2.5883046308432696,-0.04080403,EUR,-40.80,16:10:00,12,0,50.505893400000005,5.00%,108.00000,28,67,1155,539,201,0.037,0.121,0.451,-0.024000000000000007,True,0.03,0.048,True
,173,12,-2.72%,-2.26909208501622,-0.07613230,EUR,-76.13,"1 day, 6:00:00",12,0,88.56090406999999,8.78%,108.00000,28,67,937,508,282,0.057,0.11399999999999999,0.143,-0.091,True,0.015,0.048,True
,174,48,0.05%,0.00020066141199299097,0.00186451,EUR,1.86,"1 day, 7:48:00",48,0,87.52666923000001,8.67%,963.21768,31,67,1226,539,201,0.057,0.121,0.451,-0.091,True,0.015,0.043000000000000003,True
,175,12,-2.17%,-2.269092085361133,-0.06126434,EUR,-61.26,"1 day, 2:20:00",12,0,79.53843207,7.89%,108.00000,28,67,991,508,282,0.091,0.1,0.451,-0.060000000000000005,True,0.012,0.025,True
,176,12,-1.50%,-2.5646807273853245,-0.04191539,EUR,-41.92,12:05:00,12,0,42.26590262,4.23%,108.00000,28,67,228,405,201,0.082,0.136,0.147,-0.024000000000000007,True,0.015,0.043000000000000003,True
,177,12,-3.09%,-3.8703465521209965,-0.08573762,EUR,-85.74,"1 day, 6:20:00",12,0,88.8343983,8.86%,108.00000,28,72,788,508,463,0.037,0.086,0.143,-0.063,True,0.022000000000000002,0.048,True
,178,12,-2.49%,-2.2690920846531117,-0.07006847,EUR,-70.07,"1 day, 6:55:00",12,0,88.99807003000001,8.78%,108.00000,28,67,1226,415,282,0.062,0.1,0.451,-0.091,True,0.015,0.048,True
,179,12,-1.47%,-2.588304630214526,-0.04144178,EUR,-41.44,16:05:00,12,0,50.47485213,5.00%,108.00000,28,67,1046,539,248,0.057,0.121,0.451,-0.024000000000000007,True,0.012,0.043000000000000003,True
,180,11,-2.83%,-1.2024464485064301e-05,-0.07250355,EUR,-72.50,"1 day, 1:44:00",11,0,77.68483702,7.73%,109.00000,27,67,228,528,307,0.041999999999999996,0.07100000000000001,0.451,-0.091,True,0.012,0.048,True
,181,12,-2.83%,-3.870346553283684,-0.07905194,EUR,-79.05,"1 day, 9:20:00",12,0,96.66519206000001,9.50%,108.00000,28,72,1264,508,463,0.037,0.121,0.143,-0.063,True,0.015,0.048,True
,182,12,-2.41%,-2.2690920848167337,-0.06795728,EUR,-67.96,"1 day, 4:35:00",12,0,88.79979553999999,8.78%,108.00000,28,61,1155,539,282,0.09,0.1,0.451,-0.091,True,0.012,0.025,True
,183,12,-2.11%,-1.637012200564557e-05,-0.05938633,EUR,-59.39,21:00:00,12,0,71.57311752,7.12%,108.00000,28,67,138,508,350,0.09,0.136,0.147,-0.063,True,0.006,0.028999999999999998,True
,184,12,-2.49%,-2.2690920846531117,-0.07027184,EUR,-70.27,"1 day, 6:55:00",12,0,89.20111678,8.80%,108.00000,28,67,1155,508,303,0.037,0.1,0.451,-0.092,True,0.012,0.048,True
,185,12,-2.31%,-1.6370981069913104e-05,-0.06456152,EUR,-64.56,"1 day, 0:50:00",12,0,68.73385075,6.85%,108.00000,28,67,267,691,154,0.057,0.136,0.394,-0.060000000000000005,True,0.006,0.042,True
,186,12,-2.09%,-2.269092085199231,-0.05919295,EUR,-59.19,"1 day, 2:45:00",12,0,79.70092947,7.89%,108.00000,28,67,1155,508,282,0.091,0.1,0.451,-0.060000000000000005,True,0.012,0.023,True
,187,12,-3.15%,-3.870346552417408,-0.08744129,EUR,-87.44,"1 day, 6:20:00",12,0,92.38676033999998,9.19%,108.00000,28,72,937,508,201,0.037,0.086,0.143,-0.07500000000000001,True,0.015,0.048,True
,188,118,-0.18%,0.00024119622917446315,-0.05546756,EUR,-55.47,"1 day, 7:37:00",118,0,198.72134687999997,19.70%,"2,501.07644",35,72,1155,508,282,0.037,0.1,0.195,-0.092,True,0.029,0.038,True
,189,12,-2.55%,-3.870346553242418,-0.07204394,EUR,-72.04,"1 day, 9:55:00",12,0,96.99474975000001,9.48%,108.00000,28,72,1155,508,404,0.07200000000000001,0.04,0.451,-0.091,True,0.015,0.048,True
,190,12,-2.38%,-1.6370635958173676e-05,-0.06686176,EUR,-66.86,"1 day, 0:40:00",12,0,78.20523192,7.80%,108.00000,28,85,267,691,154,0.037,0.136,0.451,-0.093,True,0.006,0.028999999999999998,True
,191,12,-2.99%,-3.870346551918863,-0.08333018,EUR,-83.33,"1 day, 11:20:00",12,0,100.84555707000001,9.91%,108.00000,28,71,1439,691,201,0.09,0.1,0.394,-0.082,True,0.015,0.028999999999999998,True
,192,331,-0.15%,0.00028270617767276336,-0.12840784,EUR,-128.41,"1 day, 3:48:00",331,0,181.83663474000008,17.94%,"1,414.86766",43,84,1439,415,282,0.09,0.094,0.147,-0.066,True,0.006,0.028999999999999998,True
,193,12,-3.05%,-3.870346553954119,-0.08476792,EUR,-84.77,"1 day, 9:10:00",12,0,95.86552889,9.50%,108.00000,28,71,1226,508,201,0.082,0.136,0.147,-0.092,True,0.015,0.048,True
,194,12,-2.65%,-1.6370635958173676e-05,-0.07383935,EUR,-73.84,"1 day, 2:40:00",12,0,78.00194541,7.78%,108.00000,28,67,425,415,282,0.057,0.136,0.451,-0.092,True,0.015,0.048,True
,195,12,-2.43%,-2.269092085993543,-0.06859148,EUR,-68.59,"1 day, 7:55:00",12,0,89.39851995000001,8.80%,108.00000,28,67,1226,691,201,0.082,0.136,0.147,-0.092,True,0.015,0.042,True
,196,12,-2.36%,-2.2690920846531117,-0.06659501,EUR,-66.60,"1 day, 5:40:00",12,0,85.54627528,8.44%,108.00000,28,67,1226,415,282,0.057,0.1,0.451,-0.07600000000000001,True,0.03,0.043000000000000003,True
,197,12,-3.03%,-3.8703465538738944,-0.08430927,EUR,-84.31,"1 day, 5:50:00",12,0,96.95299591,9.63%,108.00000,28,72,1226,415,222,0.057,0.121,0.451,-0.098,True,0.012,0.024,True
,198,237,-0.26%,0.0002202946780884955,-0.14745246,EUR,-147.45,"1 day, 2:39:00",237,0,164.12433045999998,16.41%,inf,40,72,937,289,201,0.037,0.136,0.451,-0.093,True,0.012,0.048,True
,199,12,-1.43%,-2.5646807273853245,-0.04024228,EUR,-40.24,12:20:00,12,0,42.21405437,4.21%,108.00000,28,71,228,415,201,0.057,0.099,0.29200000000000004,-0.024000000000000007,True,0.022000000000000002,0.033,True
,200,12,-3.20%,-3.870346553494249,-0.08856133,EUR,-88.56,"1 day, 6:55:00",12,0,91.65800865,9.14%,108.00000,28,72,1155,415,201,0.082,0.136,0.147,-0.07600000000000001,True,0.015,0.025,True
,201,218,-0.27%,-2.567476620771986,-0.13476301,EUR,-134.76,18:50:00,218,0,158.23268280999997,15.82%,inf,38,84,1226,502,201,0.043,0.136,0.394,-0.024000000000000007,True,0.015,0.048,True
,202,12,-2.68%,-4.650201659541168,-0.07474869,EUR,-74.75,"1 day, 6:10:00",12,0,94.20352975,9.24%,108.00000,28,84,1439,508,282,0.09,0.086,0.147,-0.048,True,0.012,0.048,True
,203,12,-2.31%,-1.6370981069913104e-05,-0.06456152,EUR,-64.56,"1 day, 0:50:00",12,0,68.73385075,6.85%,108.00000,28,80,425,508,201,0.057,0.136,0.394,-0.060000000000000005,True,0.012,0.048,True
,204,12,-3.04%,-3.870346553040215,-0.08457094,EUR,-84.57,"1 day, 9:10:00",12,0,95.66887200000001,9.48%,108.00000,28,72,1226,415,282,0.082,0.136,0.451,-0.091,True,0.015,0.048,True
,205,0,0.00%,0.0,,EUR,0.00,0:00:00,0,0,0.0,0.00%,,22,84,1439,193,201,0.057,0.1,0.147,-0.082,True,0.012,0.028999999999999998,True
,206,12,-1.56%,-2.575181428470366,-0.04362326,EUR,-43.62,13:30:00,12,0,48.16386569000001,4.79%,108.00000,28,67,267,508,304,0.057,0.121,0.43200000000000005,-0.024000000000000007,True,0.012,0.043000000000000003,True
,207,12,-3.01%,-3.8703465517510063,-0.08359559,EUR,-83.60,"1 day, 6:10:00",12,0,88.62067637000001,8.82%,108.00000,28,75,937,508,282,0.057,0.136,0.394,-0.065,True,0.015,0.048,True
,208,99,-0.45%,-1.7408874997448804,-0.10277040,EUR,-102.77,22:25:00,99,0,118.12903805999998,11.81%,inf,34,72,1226,508,282,0.057,0.136,0.451,-0.028999999999999998,True,0.015,0.048,True
,209,12,-2.45%,-3.7541645706791775,-0.06907516,EUR,-69.08,"1 day, 5:45:00",12,0,91.30600887999998,9.03%,108.00000,28,61,1439,691,350,0.088,0.136,0.147,-0.082,True,0.006,0.028999999999999998,True
,210,12,-2.97%,-3.8703465521645533,-0.08295233,EUR,-82.95,"1 day, 12:20:00",12,0,103.27595011999999,10.14%,108.00000,28,72,1439,691,282,0.09,0.086,0.451,-0.092,True,0.012,0.028999999999999998,True
,211,12,-3.24%,-3.870346553121326,-0.08969747,EUR,-89.70,"1 day, 8:50:00",12,0,95.47483826000001,9.50%,108.00000,28,72,1226,415,222,0.082,0.136,0.451,-0.092,True,0.012,0.028999999999999998,True
,212,12,-2.35%,-1.6369726655669215e-05,-0.06587481,EUR,-65.87,"1 day, 1:25:00",12,0,71.09390117000001,7.08%,108.00000,28,67,534,508,201,0.057,0.136,0.394,-0.065,True,0.015,0.048,True
,213,227,-0.39%,2.1530912909428037e-05,-0.19849372,EUR,-198.49,22:54:00,227,0,213.83914461999998,21.38%,inf,39,67,267,539,201,0.068,0.121,0.43200000000000005,-0.099,True,0.012,0.043000000000000003,True
,214,12,-3.24%,-3.870346553121326,-0.08969747,EUR,-89.70,"1 day, 8:50:00",12,0,95.47483826000001,9.50%,108.00000,28,79,1155,508,201,0.07200000000000001,0.04,0.451,-0.092,True,0.015,0.048,True
,215,12,-1.82%,-2.5947197541961735,-0.05092896,EUR,-50.93,18:10:00,12,0,60.50257881,5.99%,108.00000,28,72,1264,508,201,0.057,0.121,0.451,-0.024000000000000007,True,0.015,0.048,True
,216,12,-2.46%,-3.870346553483188,-0.06943937,EUR,-69.44,"1 day, 10:20:00",12,0,94.96368343,9.27%,108.00000,28,72,1155,691,282,0.09,0.1,0.147,-0.082,True,0.012,0.048,True
,217,12,-3.12%,-3.870346551747335,-0.08665268,EUR,-86.65,"1 day, 7:30:00",12,0,92.43139138,9.19%,108.00000,28,72,1155,539,201,0.037,0.028,0.451,-0.07500000000000001,True,0.03,0.048,True
,218,243,-0.48%,0.0001600327724187845,-0.25503129,EUR,-255.03,"1 day, 11:29:00",243,0,257.37185700999987,25.68%,"11,906.93647",41,84,1439,508,201,0.09,0.1,0.451,-0.092,True,0.012,0.048,True
,219,11,-3.35%,-4.538163456642726,-0.08541483,EUR,-85.41,"1 day, 7:33:00",11,0,95.87876689999999,9.49%,109.00000,27,72,937,508,455,0.037,0.136,0.143,-0.093,True,0.006,0.042,True
,220,12,-2.53%,-2.269092085518169,-0.07114166,EUR,-71.14,"1 day, 5:25:00",12,0,85.23382701000001,8.44%,108.00000,28,67,1226,415,222,0.082,0.136,0.451,-0.07600000000000001,True,0.012,0.028999999999999998,True
,221,12,-2.99%,-3.8703465530330674,-0.08303909,EUR,-83.04,"1 day, 6:20:00",12,0,86.13595837,8.59%,108.00000,28,71,1155,343,279,0.037,0.086,0.394,-0.060000000000000005,True,0.012,0.028999999999999998,True
,222,12,-2.41%,-4.6502016606520655,-0.06784219,EUR,-67.84,"1 day, 5:50:00",12,0,94.92562151999999,9.24%,108.00000,28,84,1439,508,282,0.057,0.136,0.147,-0.048,True,0.015,0.048,True
,223,12,-2.45%,-1.636939795704124e-05,-0.06851361,EUR,-68.51,22:45:00,12,0,70.98267993,7.08%,108.00000,28,67,267,508,154,0.057,0.049,0.314,-0.065,True,0.006,0.048,True
,224,223,-0.40%,2.5586677826920035e-05,-0.20117532,EUR,-201.18,23:38:00,223,0,215.8548962500001,21.59%,inf,39,72,425,415,222,0.057,0.136,0.451,-0.092,True,0.012,0.048,True
,225,12,-1.42%,-2.5646807273853245,-0.03989414,EUR,-39.89,12:35:00,12,0,42.00322808,4.19%,108.00000,28,71,310,415,201,0.057,0.1,0.29200000000000004,-0.024000000000000007,True,0.012,0.033,True
,226,12,-2.43%,-2.2690920846531117,-0.06863831,EUR,-68.64,"1 day, 6:55:00",12,0,87.57674278,8.64%,108.00000,28,66,1226,415,282,0.057,0.1,0.451,-0.085,True,0.03,0.043000000000000003,True
,227,12,-2.23%,-1.6369215592343598e-05,-0.06239352,EUR,-62.39,"1 day, 1:05:00",12,0,68.86427524000001,6.85%,108.00000,28,80,425,415,329,0.057,0.136,0.451,-0.060000000000000005,True,0.012,0.048,True
,228,12,-1.45%,-2.5883046308432696,-0.04080403,EUR,-40.80,16:10:00,12,0,50.505893400000005,5.00%,108.00000,28,67,1155,539,201,0.086,0.121,0.451,-0.024000000000000007,True,0.03,0.048,True
,229,12,-1.54%,-2.575181428470366,-0.04310590,EUR,-43.11,14:15:00,12,0,46.66492457,4.65%,108.00000,28,80,523,508,201,0.057,0.121,0.451,-0.024000000000000007,True,0.012,0.048,True
,230,12,-2.94%,-4.650201659938759,-0.08139364,EUR,-81.39,"1 day, 3:10:00",12,0,86.3864296,8.60%,108.00000,28,84,937,508,282,0.057,0.136,0.451,-0.048,True,0.012,0.048,True
,231,12,-1.32%,-2.588304629586184,-0.03729049,EUR,-37.29,16:15:00,12,0,50.6930026,5.00%,108.00000,28,67,1155,539,282,0.057,0.136,0.30100000000000005,-0.024000000000000007,True,0.03,0.048,True
,232,12,-2.15%,-1.6370730029736983e-05,-0.06065245,EUR,-60.65,"1 day, 2:05:00",12,0,78.01805648000001,7.75%,108.00000,28,61,425,691,350,0.057,0.136,0.43800000000000006,-0.091,True,0.006,0.028999999999999998,True
,233,12,-2.09%,-1.6368737289287406e-05,-0.05893160,EUR,-58.93,"1 day, 2:15:00",12,0,71.43418962999999,7.08%,108.00000,28,67,425,508,428,0.057,0.136,0.394,-0.065,True,0.013000000000000001,0.048,True
,234,12,-2.42%,-8.416640071441832e-05,-0.06769536,EUR,-67.70,"1 day, 2:30:00",12,0,71.50781749000001,7.12%,108.00000,28,72,425,508,463,0.057,0.04,0.394,-0.063,True,0.015,0.048,True
,235,12,-2.39%,-1.637126412324524e-05,-0.06691233,EUR,-66.91,"1 day, 0:55:00",12,0,71.08240318,7.09%,108.00000,28,67,425,508,201,0.059000000000000004,0.096,0.251,-0.065,True,0.015,0.048,True
,236,213,-0.47%,0.005803837695061428,-0.22679207,EUR,-226.79,"1 day, 11:54:00",213,0,263.15707209,26.15%,"4,475.99961",40,67,1264,691,463,0.08499999999999999,0.136,0.143,-0.093,True,0.015,0.042,True
,237,12,-2.64%,-3.870346554192376,-0.07414290,EUR,-74.14,"1 day, 8:20:00",12,0,92.87672381,9.13%,108.00000,28,72,1226,508,282,0.057,0.1,0.451,-0.07600000000000001,True,0.02,0.048,True
,238,12,-2.34%,-2.269092085993543,-0.06608232,EUR,-66.08,"1 day, 7:30:00",12,0,87.09222855,8.58%,108.00000,28,67,1155,691,201,0.07200000000000001,0.057,0.151,-0.082,True,0.006,0.048,True
