Best,Epoch,Trades,Avg profit,Median profit,Total profit,Stake currency,Profit,Avg duration,Trade count long,Trade count short,Max drawdown,Max drawdown percent,Objective,buy_rsi,sell_rsi,roi_t1,roi_t2,roi_t3,roi_p1,roi_p2,roi_p3,stoploss,trailing_stop,trailing_stop_positive,trailing_stop_positive_offset_p1,trailing_only_offset_is_reached
,239,12,-3.23%,-3.870346553121326,-0.08949593,EUR,-89.50,"1 day, 8:50:00",12,0,95.27337992000001,9.48%,108.00000,28,72,1226,415,222,0.057,0.121,0.453,-0.091,True,0.012,0.028999999999999998,True
,240,12,-1.24%,-2.5883046300034622,-0.03516363,EUR,-35.16,16:20:00,12,0,50.81061013,5.00%,108.00000,28,67,1264,539,201,0.037,0.078,0.451,-0.024000000000000007,True,0.03,0.043000000000000003,True
,241,12,-2.00%,-4.071987544033059,-0.05644698,EUR,-56.45,"1 day, 2:10:00",12,0,76.94979933,7.54%,108.00000,28,71,1226,508,323,0.057,0.136,0.451,-0.03900000000000001,True,0.017,0.028999999999999998,True
,242,12,-2.58%,-3.8703465538982726,-0.07243269,EUR,-72.43,"1 day, 7:40:00",12,0,89.87521165999999,8.85%,108.00000,28,72,1264,277,463,0.037,0.121,0.23399999999999999,-0.063,True,0.015,0.048,True
,243,77,-0.43%,7.959432695561531e-06,-0.07967598,EUR,-79.68,"1 day, 4:21:00",77,0,123.33328297999998,12.23%,"1,520.78292",33,67,1155,539,201,0.037,0.121,0.394,-0.060000000000000005,True,0.03,0.048,True
,244,12,-2.49%,-2.2690920846531117,-0.07027184,EUR,-70.27,"1 day, 6:55:00",12,0,89.20111678,8.80%,108.00000,28,67,1264,415,282,0.057,0.13,0.143,-0.092,True,0.022000000000000002,0.043000000000000003,True
,245,12,-2.64%,-2.26909208501622,-0.07403472,EUR,-74.03,"1 day, 6:10:00",12,0,86.47297409000001,8.57%,108.00000,28,65,937,691,162,0.07200000000000001,0.136,0.147,-0.082,True,0.006,0.048,True
,246,12,-2.64%,-1.6370635958173676e-05,-0.07363534,EUR,-73.64,"1 day, 2:40:00",12,0,77.7986589,7.75%,108.00000,28,72,340,508,282,0.057,0.153,0.451,-0.091,True,0.012,0.048,True
,247,12,-2.34%,-2.269092085993543,-0.06627265,EUR,-66.27,"1 day, 7:55:00",12,0,87.09222855,8.58%,108.00000,28,67,1439,415,282,0.09,0.1,0.394,-0.082,True,0.015,0.048,True
,248,12,-2.35%,-4.650201658468134,-0.06598065,EUR,-65.98,"1 day, 4:35:00",12,0,87.83766478000001,8.60%,108.00000,28,84,1439,415,222,0.046,0.136,0.451,-0.048,True,0.012,0.048,True
,249,12,-2.41%,-2.269087740700155,-0.06800466,EUR,-68.00,"1 day, 7:15:00",12,0,89.09694193000001,8.77%,108.00000,28,67,1264,508,222,0.057,0.121,0.143,-0.091,True,0.019,0.028999999999999998,True
,250,12,-1.50%,-2.5646807273853245,-0.04191539,EUR,-41.92,12:05:00,12,0,42.26590262,4.23%,108.00000,28,71,228,415,152,0.057,0.099,0.29200000000000004,-0.024000000000000007,True,0.022000000000000002,0.033,True
,251,12,-1.87%,-1.6012751839092152,-0.05253933,EUR,-52.54,23:35:00,12,0,64.14678202,6.37%,108.00000,28,72,1226,415,222,0.057,0.121,0.394,-0.048,True,0.012,0.012,True
,252,12,-2.64%,-3.7541645701833675,-0.07399175,EUR,-73.99,"1 day, 9:05:00",12,0,93.64039575000001,9.22%,108.00000,28,67,1264,712,350,0.07200000000000001,0.10400000000000001,0.147,-0.082,True,0.016,0.028999999999999998,True
,253,12,-2.34%,-2.269092085993543,-0.06608232,EUR,-66.08,"1 day, 7:30:00",12,0,87.09222855,8.58%,108.00000,28,67,1155,691,201,0.09,0.054,0.29200000000000004,-0.082,True,0.015,0.048,True
,254,12,-1.82%,-2.5947197541961735,-0.05092896,EUR,-50.93,18:10:00,12,0,60.50257881,5.99%,108.00000,28,72,1264,508,201,0.057,0.121,0.143,-0.024000000000000007,True,0.015,0.048,True
,255,12,-2.16%,-1.6369215592343598e-05,-0.06073521,EUR,-60.74,"1 day, 1:35:00",12,0,68.88584598,6.85%,108.00000,28,80,425,691,201,0.079,0.136,0.30000000000000004,-0.060000000000000005,True,0.015,0.042,True
,256,12,-2.75%,-3.870346553239469,-0.07726443,EUR,-77.26,"1 day, 11:40:00",12,0,101.49423587999999,9.91%,108.00000,28,84,1439,508,282,0.07200000000000001,0.086,0.147,-0.082,True,0.022000000000000002,0.048,True
,257,12,-2.96%,-3.8703465531176455,-0.08235621,EUR,-82.36,"1 day, 7:00:00",12,0,88.13682700999999,8.77%,108.00000,28,83,1155,539,201,0.037,0.121,0.143,-0.062000000000000006,True,0.015,0.048,True
,258,12,-3.07%,-3.870346551534805,-0.08536067,EUR,-85.36,"1 day, 5:30:00",12,0,95.5580265,9.50%,108.00000,28,79,1226,415,222,0.057,0.121,0.453,-0.092,True,0.012,0.017,True
,259,12,-2.63%,-1.636886759140168e-05,-0.07330795,EUR,-73.31,"1 day, 2:25:00",12,0,78.09067233,7.77%,108.00000,28,79,425,415,201,0.057,0.136,0.451,-0.092,True,0.015,0.048,True
,260,12,-2.52%,-3.8703465528401995,-0.07088404,EUR,-70.88,"1 day, 7:50:00",12,0,89.62307235,8.81%,108.00000,28,84,1305,508,201,0.07200000000000001,0.136,0.451,-0.065,True,0.015,0.048,True
,261,12,-2.66%,-8.416731035814956e-05,-0.07422048,EUR,-74.22,"1 day, 4:20:00",12,0,78.03270766,7.77%,108.00000,28,83,534,691,201,0.082,0.136,0.147,-0.092,True,0.015,0.048,True
,262,12,-2.23%,-2.269092085910682,-0.06305352,EUR,-63.05,"1 day, 5:30:00",12,0,82.02677874000001,8.09%,108.00000,28,67,1155,508,303,0.037,0.1,0.451,-0.066,True,0.012,0.048,True
,263,12,-2.34%,-2.269092085993543,-0.06608232,EUR,-66.08,"1 day, 7:30:00",12,0,87.09222855,8.58%,108.00000,28,67,1155,691,201,0.07200000000000001,0.04,0.451,-0.082,True,0.006,0.048,True
,264,12,-3.05%,-3.870346553954119,-0.08476792,EUR,-84.77,"1 day, 9:10:00",12,0,95.86552889,9.50%,108.00000,28,80,1155,508,279,0.09,0.1,0.147,-0.092,True,0.012,0.048,True
,265,12,-1.76%,-2.594719750769867,-0.04920824,EUR,-49.21,16:50:00,12,0,60.6115152,5.99%,108.00000,28,71,1155,508,304,0.024,0.121,0.394,-0.024000000000000007,True,0.012,0.043000000000000003,True
,266,12,-2.52%,-2.269092085518169,-0.07096602,EUR,-70.97,"1 day, 4:15:00",12,0,88.89352598,8.80%,108.00000,28,67,1155,508,303,0.07200000000000001,0.1,0.147,-0.092,True,0.012,0.017,True
,267,12,-2.78%,-1.6012751842539585,-0.07731171,EUR,-77.31,"1 day, 4:35:00",12,0,82.07274738,8.17%,108.00000,28,75,937,415,201,0.057,0.099,0.29200000000000004,-0.07500000000000001,True,0.022000000000000002,0.048,True
,268,12,-1.33%,-2.564680727385324,-0.03752610,EUR,-37.53,12:55:00,12,0,42.192699190000006,4.20%,108.00000,28,67,267,508,201,0.057,0.057,0.402,-0.024000000000000007,True,0.006,0.048,True
,269,12,-2.42%,-2.269092085993543,-0.06840163,EUR,-68.40,"1 day, 7:30:00",12,0,89.39851995000001,8.80%,108.00000,28,67,1304,539,201,0.082,0.121,0.451,-0.092,True,0.03,0.048,True
,270,12,-1.97%,-2.594719752730188,-0.05487470,EUR,-54.87,18:00:00,12,0,60.24860604999999,5.99%,108.00000,28,72,1155,508,201,0.037,0.086,0.451,-0.024000000000000007,True,0.03,0.03,True
,271,12,-2.40%,-2.2690920846531117,-0.06772906,EUR,-67.73,"1 day, 4:50:00",12,0,89.40416353,8.82%,108.00000,28,67,1264,415,282,0.057,0.121,0.143,-0.093,True,0.019,0.013000000000000001,True
,272,12,-2.68%,-4.650201659541168,-0.07474869,EUR,-74.75,"1 day, 6:10:00",12,0,94.20352975,9.24%,108.00000,28,78,1439,508,282,0.07200000000000001,0.086,0.135,-0.048,True,0.012,0.048,True
,273,12,-2.67%,-2.269092085518169,-0.07480115,EUR,-74.80,"1 day, 6:40:00",12,0,88.87572146999999,8.80%,108.00000,28,67,1155,508,201,0.057,0.121,0.451,-0.092,True,0.012,0.048,True
,274,12,-2.66%,-2.269092085518169,-0.07459555,EUR,-74.60,"1 day, 6:40:00",12,0,88.67339399999999,8.78%,108.00000,28,67,1155,539,201,0.086,0.121,0.451,-0.091,True,0.012,0.048,True
,275,12,-2.96%,-3.870346553496983,-0.08248838,EUR,-82.49,"1 day, 9:10:00",12,0,93.58974572999999,9.27%,108.00000,28,72,1119,646,201,0.09,0.11000000000000001,0.36100000000000004,-0.082,True,0.015,0.048,True
,276,12,-2.96%,-3.8703465532855024,-0.08245695,EUR,-82.46,"1 day, 9:50:00",12,0,100.07007999,9.83%,108.00000,28,72,1264,508,463,0.037,0.121,0.143,-0.07500000000000001,True,0.015,0.048,True
,277,12,-2.83%,-3.870346553283684,-0.07905194,EUR,-79.05,"1 day, 9:20:00",12,0,96.66519206000001,9.50%,108.00000,28,72,1264,508,463,0.037,0.121,0.389,-0.063,True,0.015,0.048,True
,278,12,-1.54%,-2.5947197524614616,-0.04340645,EUR,-43.41,18:15:00,12,0,60.98724773000001,5.99%,108.00000,28,71,1155,691,201,0.037,0.1,0.394,-0.024000000000000007,True,0.03,0.048,True
,279,12,-2.81%,-3.870346552589289,-0.07830161,EUR,-78.30,"1 day, 7:20:00",12,0,89.40999640000001,8.86%,108.00000,28,71,1264,247,463,0.037,0.121,0.394,-0.063,True,0.012,0.028999999999999998,True
,280,12,-1.54%,-2.575181428470366,-0.04310590,EUR,-43.11,14:15:00,12,0,46.66492457,4.65%,108.00000,28,80,523,508,201,0.08,0.121,0.451,-0.024000000000000007,True,0.012,0.048,True
,281,12,-2.61%,-1.637126412324524e-05,-0.07280630,EUR,-72.81,"1 day, 3:10:00",12,0,78.01350624000001,7.77%,108.00000,28,67,325,691,201,0.07200000000000001,0.04,0.147,-0.092,True,0.015,0.048,True
,282,12,-2.39%,-3.8703465524266756,-0.06760033,EUR,-67.60,"1 day, 9:50:00",12,0,95.13227191,9.27%,108.00000,28,79,1155,691,201,0.07200000000000001,0.057,0.151,-0.082,True,0.006,0.048,True
,283,12,-1.36%,-3.081788044121557,-0.03851095,EUR,-38.51,23:20:00,12,0,54.15793067999999,5.33%,108.00000,28,67,1264,712,222,0.057,0.10400000000000001,0.147,-0.028999999999999998,True,0.019,0.028999999999999998,True
,284,12,-2.81%,-3.870346552589289,-0.07830161,EUR,-78.30,"1 day, 7:20:00",12,0,89.40999640000001,8.86%,108.00000,28,82,1264,508,201,0.037,0.057,0.151,-0.063,True,0.015,0.048,True
,285,12,-1.33%,-2.564680727385324,-0.03752610,EUR,-37.53,12:55:00,12,0,42.192699190000006,4.20%,108.00000,28,83,267,415,304,0.057,0.121,0.281,-0.024000000000000007,True,0.015,0.043000000000000003,True
,286,12,-3.06%,-3.8703465528199894,-0.08490739,EUR,-84.91,"1 day, 6:40:00",12,0,88.90490240999999,8.86%,108.00000,28,84,1264,277,282,0.037,0.086,0.147,-0.063,True,0.015,0.048,True
,287,12,-2.76%,-2.2690920857193344,-0.07713219,EUR,-77.13,"1 day, 6:35:00",12,0,88.86903194,8.82%,108.00000,28,62,1173,415,282,0.057,0.136,0.451,-0.093,True,0.028,0.048,True
,288,12,-2.93%,-3.870346552585646,-0.08171689,EUR,-81.72,"1 day, 7:50:00",12,0,92.81955676,9.19%,108.00000,28,72,1264,508,201,0.037,0.121,0.143,-0.07500000000000001,True,0.015,0.048,True
,289,12,-2.33%,-2.2690920852366094,-0.06550632,EUR,-65.51,"1 day, 4:50:00",12,0,79.62649332,7.89%,108.00000,28,67,1155,539,201,0.037,0.121,0.451,-0.060000000000000005,True,0.029,0.048,True
,290,12,-2.31%,-1.6370981069913104e-05,-0.06456152,EUR,-64.56,"1 day, 0:50:00",12,0,68.73385075,6.85%,108.00000,28,80,267,691,154,0.057,0.136,0.394,-0.060000000000000005,True,0.006,0.042,True
,291,12,-1.44%,-2.594719752882246,-0.04061375,EUR,-40.61,16:15:00,12,0,54.709209439999995,5.42%,108.00000,28,80,1226,508,222,0.057,0.121,0.451,-0.024000000000000007,True,0.012,0.017,True
,292,12,-0.46%,-3.816008982517891e-06,-0.01306629,EUR,-13.07,16:00:00,12,0,28.264749540000004,2.81%,108.00000,28,67,937,415,201,0.057,0.136,0.451,-0.027999999999999997,True,0.006,0.01,True
,293,12,-1.24%,-2.5883046300034622,-0.03516363,EUR,-35.16,16:20:00,12,0,50.81061013,5.00%,108.00000,28,67,1155,539,304,0.037,0.121,0.394,-0.024000000000000007,True,0.012,0.048,True
,294,12,-2.55%,-2.269092084885924,-0.07171680,EUR,-71.72,"1 day, 5:20:00",12,0,85.80870669,8.50%,108.00000,28,67,1155,539,201,0.037,0.121,0.451,-0.07500000000000001,True,0.03,0.048,True
,295,0,0.00%,0.0,,EUR,0.00,0:00:00,0,0,0.0,0.00%,,23,84,1226,415,282,0.09,0.086,0.30800000000000005,-0.048,True,0.012,0.017,True
,296,12,-2.38%,-3.7541645701833675,-0.06702824,EUR,-67.03,"1 day, 7:00:00",12,0,86.70585373,8.54%,108.00000,28,67,1264,712,222,0.057,0.136,0.394,-0.060000000000000005,True,0.019,0.028999999999999998,True
,297,12,-2.54%,-3.8703465528401995,-0.07127456,EUR,-71.27,"1 day, 7:45:00",12,0,90.01298002,8.85%,108.00000,28,72,1264,277,463,0.057,0.119,0.451,-0.063,True,0.012,0.038,True
,298,12,-1.26%,-2.5947197520470984,-0.03592218,EUR,-35.92,18:30:00,12,0,61.454898740000004,5.99%,108.00000,28,71,1155,691,201,0.082,0.1,0.394,-0.024000000000000007,True,0.03,0.048,True
,299,12,-2.23%,-2.269092085910682,-0.06305352,EUR,-63.05,"1 day, 5:30:00",12,0,82.02677874000001,8.09%,108.00000,28,67,1155,508,303,0.037,0.121,0.11499999999999999,-0.066,True,0.03,0.048,True
,300,12,-3.00%,-3.8703465517510063,-0.08326486,EUR,-83.26,"1 day, 7:00:00",12,0,89.04508985000001,8.86%,108.00000,28,72,1155,277,463,0.067,0.04,0.451,-0.063,True,0.015,0.048,True
